country,code,name,latitude,longitude,cities
CN,32,Sichuan,0,0,142
CN,28,Tianjin,0,0,26
CN,13,Xinjiang,0,0,20
CN,14,Xizang,0,0,8
CN,29,Yunnan,0,0,76
CN,2,Zhejiang,0,0,259
CO,1,Amazonas,-2.035092,-71.879177,0
CO,2,Antioquia,0,0,11
CO,3,Arauca,6.540525,-70.929477,0
CO,4,Atlantico,0,0,6
CO,35,Bolivar,8.89113,-74.785027,0
CO,36,Boyaca,5.83475,-73.328693,0
CO,37,Caldas,5.28265,-75.301853,0
CO,8,Caqueta,1.107,-73.894897,1
CO,32,Casanare,0,0,2
CO,9,Cauca,0,0,1
CO,10,Cesar,0,0,1
CO,11,Choco,6.339892,-76.952061,0
CO,12,Cordoba,0,0,1
CO,33,Cundinamarca,0,0,22
CO,34,Distrito Especial,0,0,0
CO,15,Guainia,0,0,0
CO,14,Guaviare,1.752,-71.829002,0
CO,16,Huila,0,0,5
CO,17,La Guajira,11.422254,-72.398506,0
CO,38,Magdalena,10.153941,-74.279499,0
CO,19,Meta,0,0,4
CO,20,Narino,0,0,5
CO,21,Norte de Santander,0,0,4
CO,22,Putumayo,0,0,2
CO,23,Quindio,0,0,1
CO,24,Risaralda,0,0,4
CO,25,San Andres y Providencia,12.938668,-81.53886,0
CO,26,Santander,0,0,11
CO,27,Sucre,0,0,3
CO,28,Tolima,0,0,9
CO,29,Valle del Cauca,0,0,14
CO,30,Vaupes,0.3853,-70.577064,0
CO,31,Vichada,4.505044,-69.259456,0
CR,1,Alajuela,0,0,14
CR,2,Cartago,0,0,6
CR,3,Guanacaste,0,0,12
CR,4,Heredia,0,0,6
CR,6,Limon,0,0,1
CR,7,Puntarenas,0,0,10
CR,8,San Jose,0,0,19
CU,5,Camaguey,0,0,1
CU,7,Ciego de Avila,0,0,1
CU,8,Cienfuegos,0,0,1
CU,2,Ciudad de la Habana,0,0,1
CU,9,Granma,0,0,2
CU,10,Guantanamo,20.14303,-75.209007,0
CU,12,Holguin,20.808333,-75.72327,0
CU,4,Isla de la Juventud,21.668465,-82.876911,0
CU,11,La Habana,0,0,1
CU,13,Las Tunas,0,0,2
CU,3,Matanzas,0,0,3
CU,1,Pinar del Rio,0,0,1
CU,14,Sancti Spiritus,21.954473,-79.518886,0
CU,15,Santiago de Cuba,0,0,1
CU,16,Villa Clara,0,0,1
CV,1,Boa Vista,16.096086,-22.817226,0
CV,2,Brava,14.850144,-24.719832,0
CV,4,Maio,15.13626,-23.22175,0
CV,13,Mosteiros,15,-24.433333,0
CV,5,Paul,0,0,0
CV,14,Praia,14.9218,-23.508695,0
CV,7,Ribeira Grande,0,0,0
CV,8,Sal,16.717597,-22.932311,0
CV,15,Santa Catarina,0,0,0
CV,16,Santa Cruz,15.133333,-23.566667,0
CV,17,Sao Domingos,0,0,1
CV,18,Sao Filipe,14.958304,-23.532255,0
CV,19,Sao Miguel,0,0,0
CV,10,Sao Nicolau,0,0,0
CV,11,Sao Vicente,0,0,0
CV,20,Tarrafal,15.2732,-23.76123,0
CY,1,Famagusta,0,0,15
CY,2,Kyrenia,0,0,3
CY,3,Larnaca,0,0,12
CY,5,Limassol,0,0,17
CY,4,Nicosia,0,0,23
CY,6,Paphos,0,0,12
CZ,3,Blansko,49.450699,16.606538,0
CZ,4,Breclav,48.838985,16.756269,0
CZ,52,Hlavni Mesto Praha,0,0,111
CZ,20,Hradec Kralove,0,0,6
CZ,21,Jablonec nad Nisou,0,0,9
CZ,23,Jiein,0,0,6
CZ,24,Jihlava,0,0,1
CZ,79,Jihocesky Kraj,0,0,66
CZ,78,Jihomoravsky Kraj,0,0,93
CZ,81,Karlovarsky Kraj,0,0,62
CZ,30,Kolin,0,0,26
CZ,82,Kralovehradecky Kraj,0,0,17
CZ,33,Liberec,0,0,28
CZ,83,Liberecky Kraj,0,0,13
CZ,36,Melnik,0,0,1
CZ,37,Mlada Boleslav,0,0,3
CZ,85,Moravskoslezsky Kraj,0,0,86
CZ,39,Nachod,0,0,10
CZ,41,Nymburk,0,0,3
CZ,84,Olomoucky Kraj,0,0,86
CZ,45,Pardubice,0,0,22
CZ,86,Pardubicky Kraj,0,0,32
CZ,87,Plzensky Kraj,0,0,94
CZ,61,Semily,0,0,6
CZ,88,Stredocesky Kraj,0,0,118
CZ,70,Trutnov,0,0,9
CZ,89,Ustecky Kraj,0,0,72
CZ,80,Vysocina,0,0,52
CZ,90,Zlinsky Kraj,0,0,54
DE,1,Baden-Württemberg,0,0,1018
DE,2,Bayern,0,0,1488
DE,16,Berlin,0,0,25
DE,11,Brandenburg,0,0,418
DE,3,Bremen,0,0,8
DE,4,Hamburg,0,0,22
DE,5,Hessen,0,0,369
DE,12,Mecklenburg-Vorpommern,0,0,276
DE,6,Niedersachsen,0,0,698
DE,7,Nordrhein-Westfalen,0,0,995
DE,8,Rheinland-Pfalz,0,0,701
DE,9,Saarland,0,0,67
DE,13,Sachsen,0,0,384
DE,14,Sachsen-Anhalt,0,0,244
DE,10,Schleswig-Holstein,0,0,403
DE,15,Thuringen,0,0,249
DJ,2,Dikhil,11.099622,42.348721,0
DJ,3,Djibouti,11.5806,43.1425,0
DJ,4,Obock,11.9642,43.2725,0
DJ,5,Tadjoura,11.7766,42.8221,0
DK,1,Arhus,0,0,92
DK,2,Bornholm,0,0,6
DK,3,Frederiksborg,0,0,25
DK,4,Fyn,0,0,58
DK,5,Kobenhavn,0,0,25
DK,7,Nordjylland,0,0,80
DK,8,Ribe,0,0,35
DK,9,Ringkobing,0,0,46
DK,10,Roskilde,0,0,26
DK,11,Sonderjylland,0,0,55
DK,6,Staden Kobenhavn,0,0,7
DK,12,Storstrom,0,0,48
DK,13,Vejle,0,0,44
DK,14,Vestsjalland,0,0,26
DK,15,Viborg,0,0,34
DM,2,Saint Andrew,15.5571,-61.314098,0
DM,3,Saint David,15.433333,-61.266667,0
DM,4,Saint George,0,0,1
DM,5,Saint John,15.56953,-61.455132,0
DM,6,Saint Joseph,15.433333,-61.45,0
DM,7,Saint Luke,0,0,0
DM,8,Saint Mark,0,0,0
DM,9,Saint Patrick,15.284935,-61.286041,0
DM,10,Saint Paul,0,0,1
DM,11,Saint Peter,0,0,0
DO,1,Azua,18.624858,-70.763495,0
DO,2,Baoruco,18.494061,-71.311864,0
DO,3,Barahona,0,0,1
DO,4,Dajabon,19.44998,-71.628043,0
DO,5,Distrito Nacional,0,0,2
DO,6,Duarte,19.260834,-70.00056,0
DO,28,El Seibo,0,0,1
DO,11,Elias Pina,18.87628,-71.706543,0
DO,8,Espaillat,0,0,1
DO,29,Hato Mayor,0,0,1
DO,9,Independencia,18.432037,-71.605446,0
DO,10,La Altagracia,18.536392,-68.617096,0
DO,12,La Romana,0,0,1
DO,30,La Vega,0,0,2
DO,14,Maria Trinidad Sanchez,0,0,2
DO,31,Monsenor Nouel,0,0,1
DO,15,Monte Cristi,19.850609,-71.645294,0
DO,32,Monte Plata,0,0,2
DO,16,Pedernales,17.905631,-71.51482,0
DO,17,Peravia,18.350542,-70.368385,0
DO,18,Puerto Plata,0,0,2
DO,19,Salcedo,0,0,2
DO,20,Samana,0,0,1
DO,33,San Cristobal,0,0,4
DO,23,San Juan,0,0,1
DO,24,San Pedro De Macoris,0,0,2
DO,21,Sanchez Ramirez,0,0,1
DO,25,Santiago,0,0,2
DO,26,Santiago Rodriguez,19.396625,-71.316328,0
DO,27,Valverde,0,0,1
DZ,34,Adrar,0,0,1
DZ,35,Ain Defla,36.067322,4.555303,0
DZ,36,Ain Temouchent,35.2891,-1.1425,0
DZ,1,Alger,0,0,4
DZ,37,Annaba,36.89875,7.75635,0
DZ,3,Batna,0,0,1
DZ,38,Bechar,31.60875,-2.2168,0
DZ,18,Bejaia,0,0,1
DZ,19,Biskra,0,0,2
DZ,20,Blida,0,0,1
DZ,39,Bordj Bou Arreridj,36.05912,4.630318,0
DZ,21,Bouira,0,0,1
DZ,40,Boumerdes,36.726484,3.709856,0
DZ,41,Chlef,0,0,2
DZ,4,Constantine,0,0,2
DZ,22,Djelfa,0,0,1
DZ,42,El Bayadh,32.572275,0.950011,0
DZ,43,El Oued,33.368309,6.867369,0
DZ,44,El Tarf,36.662735,8.203498,0
DZ,45,Ghardaia,32.4933,3.675419,0
DZ,23,Guelma,36.4658,7.4339,0
DZ,46,Illizi,26.56481,8.922689,0
DZ,24,Jijel,0,0,1
DZ,47,Khenchela,35.43525,7.1403,0
DZ,25,Laghouat,0,0,1
DZ,27,M'sila,35.702,4.5471,0
DZ,26,Mascara,0,0,3
DZ,6,Medea,36.262874,2.760296,0
DZ,48,Mila,36.217729,6.200075,0
DZ,7,Mostaganem,0,0,1
DZ,49,Naama,33.199561,-0.800004,0
DZ,9,Oran,0,0,2
DZ,50,Ouargla,0,0,1
DZ,29,Oum el Bouaghi,35.790001,7.055849,0
DZ,51,Relizane,0,0,2
DZ,10,Saida,34.830576,0.1518,0
DZ,12,Setif,36.18795,5.4091,0
DZ,30,Sidi Bel Abbes,35.199926,-0.635242,0
DZ,31,Skikda,0,0,1
DZ,52,Souk Ahras,36.28376,7.955379,0
DZ,53,Tamanghasset,0,0,0
DZ,33,Tebessa,35.410219,8.1215,0
DZ,13,Tiaret,0,0,1
DZ,54,Tindouf,0,0,1
DZ,55,Tipaza,0,0,2
DZ,56,Tissemsilt,35.75276,1.86724,0
DZ,14,Tizi Ouzou,0,0,1
DZ,15,Tlemcen,0,0,1
EC,2,Azuay,0,0,2
EC,3,Bolivar,0,0,1
EC,4,Canar,0,0,2
EC,5,Carchi,0,0,1
EC,6,Chimborazo,0,0,1
EC,7,Cotopaxi,0,0,1
EC,8,El Oro,0,0,1
EC,9,Esmeraldas,0,0,1
EC,1,Galapagos,0,0,1
EC,10,Guayas,0,0,8
EC,11,Imbabura,0,0,2
EC,12,Loja,0,0,1
EC,13,Los Rios,0,0,3
EC,14,Manabi,0,0,3
EC,15,Morona-Santiago,-2.518864,-77.854122,0
EC,23,Napo,-0.754009,-76.797336,0
EC,24,Orellana,-0.794787,-76.426547,0
EC,17,Pastaza,0,0,1
EC,18,Pichincha,0,0,4
EC,22,Sucumbios,0.00139,-76.604355,0
EC,19,Tungurahua,0,0,1
EC,20,Zamora-Chinchipe,-4.167306,-78.887458,0
EE,1,Harjumaa,0,0,53
EE,2,Hiiumaa,0,0,2
EE,3,Ida-Virumaa,0,0,7
EE,4,Jarvamaa,0,0,9
EE,5,Jogevamaa,0,0,6
EE,6,Kohtla-Jarve,59.398711,27.250498,0
EE,8,Laane-Virumaa,0,0,19
EE,7,Laanemaa,0,0,19
EE,9,Narva,59.374251,28.182294,0
EE,10,Parnu,58.386015,24.498637,0
EE,11,Parnumaa,0,0,17
EE,12,Polvamaa,0,0,6
EE,13,Raplamaa,0,0,15
EE,14,Saaremaa,0,0,6
EE,15,Sillamae,59.400758,27.745486,0
EE,16,Tallinn,59.439232,24.758619,0
EE,17,Tartu,58.370846,26.714761,0
EE,18,Tartumaa,0,0,19
EE,19,Valgamaa,0,0,6
EE,20,Viljandimaa,0,0,8
EE,21,Vorumaa,0,0,7
EG,1,Ad Daqahliyah,0,0,5
EG,2,Al Bahr al Ahmar,0,0,1
EG,3,Al Buhayrah,0,0,6
EG,4,Al Fayyum,0,0,2
EG,5,Al Gharbiyah,0,0,2
EG,6,Al Iskandariyah,0,0,1
EG,7,Al Isma'iliyah,0,0,1
EG,8,Al Jizah,0,0,3
EG,9,Al Minufiyah,0,0,2
EG,10,Al Minya,0,0,1
EG,11,Al Qahirah,0,0,9
EG,12,Al Qalyubiyah,0,0,4
EG,13,Al Wadi al Jadid,25.782845,30.401712,0
EG,15,As Suways,0,0,1
EG,14,Ash Sharqiyah,0,0,9
EG,16,Aswan,0,0,1
EG,17,Asyut,0,0,2
EG,18,Bani Suwayf,29.048205,30.628919,0
EG,19,Bur Sa'id,0,0,1
EG,20,Dumyat,0,0,1
EG,26,Janub Sina',28.727204,33.688162,0
EG,21,Kafr ash Shaykh,0,0,3
EG,22,Matruh,0,0,1
EG,23,Qina,0,0,2
EG,27,Shamal Sina',30.3877,33.815547,0
EG,24,Suhaj,0,0,1
ES,51,Andalucia,0,0,190
ES,52,Aragon,0,0,89
ES,34,Asturias,0,0,80
ES,53,Canarias,0,0,77
ES,39,Cantabria,0,0,65
ES,55,Castilla y Leon,0,0,110
ES,54,Castilla-La Mancha,0,0,104
ES,56,Catalonia,0,0,224
ES,60,Comunidad Valenciana,0,0,175
ES,57,Extremadura,0,0,39
ES,58,Galicia,0,0,131
ES,7,Islas Baleares,0,0,36
ES,27,La Rioja,0,0,21
ES,29,Madrid,0,0,59
ES,31,Murcia,0,0,36
ES,32,Navarra,0,0,48
ES,59,Pais Vasco,0,0,107
ET,10,Addis Abeba,0,0,2
ET,44,Adis Abeba,9.022736,38.746799,0
ET,14,Afar,0,0,0
ET,46,Amara,8.8,34.733333,0
ET,2,Amhara,0,0,0
ET,13,Benishangul,0,0,0
ET,47,Binshangul Gumuz,0,0,0
ET,48,Dire Dawa,9.589229,41.87019,0
ET,49,Gambela Hizboch,0,0,0
ET,8,Gambella,8.128333,34.562778,0
ET,50,Hareri Hizb,0,0,0
ET,51,Oromiya,0,0,0
ET,7,Somali,0,0,0
ET,11,Southern,0,0,0
ET,52,Sumale,0,0,0
ET,12,Tigray,13.666667,39.683333,0
ET,54,YeDebub Biheroch Bihereseboch na Hizboch,0,0,0
FI,1,Pirkanmaa,0,0,17
FI,14,Eastern Finland,0,0,135
FI,6,Lapland,0,0,61
FI,8,Oulu,0,0,186
FI,13,Southern Finland,0,0,296
FI,15,Western Finland,0,0,428
FJ,1,Central,0,0,10
FJ,2,Eastern,0,0,0
FJ,3,Northern,0,0,0
FJ,4,Rotuma,-12.5,177.083333,0
FJ,5,Western,0,0,6
FM,3,Chuuk,0,0,0
FM,1,Kosrae,0,0,0
FM,2,Pohnpei,0,0,0
FM,4,Yap,0,0,0
FR,C1,Alsace,0,0,292
FR,97,Aquitaine,0,0,466
FR,98,Auvergne,0,0,443
FR,99,Basse-Normandie,0,0,285
FR,A1,Bourgogne,0,0,522
FR,A2,Bretagne,0,0,467
FR,A3,Centre,0,0,769
FR,A4,Champagne-Ardenne,0,0,210
FR,A5,Corse,0,0,101
FR,A6,Franche-Comte,0,0,247
FR,A7,Haute-Normandie,0,0,232
FR,A8,Ile-de-France,0,0,381
FR,A9,Languedoc-Roussillon,0,0,267
FR,B1,Limousin,0,0,264
FR,B2,Lorraine,0,0,350
FR,B3,Midi-Pyrenees,0,0,461
FR,B4,Nord-Pas-de-Calais,0,0,381
FR,B5,Pays de la Loire,0,0,250
FR,B6,Picardie,0,0,322
FR,B7,Poitou-Charentes,0,0,422
FR,B8,Provence-Alpes-Cote d'Azur,0,0,369
FR,B9,Rhone-Alpes,0,0,1004
GA,1,Estuaire,0,0,1
GA,2,Haut-Ogooue,-1.158333,13.625,0
GA,3,Moyen-Ogooue,-0.460345,10.518148,0
GA,4,Ngounie,-1.801056,11.246085,0
GA,5,Nyanga,-3.083334,10.889559,0
GA,6,Ogooue-Ivindo,0.341953,12.857685,0
GA,7,Ogooue-Lolo,-0.937319,12.60437,0
GA,8,Ogooue-Maritime,0,0,1
GA,9,Woleu-Ntem,1.258931,11.825,0
GB,T5,Aberdeen City,0,0,8
GB,T6,Aberdeenshire,0,0,57
GB,T7,Angus,0,0,18
GB,Q6,Antrim,0,0,11
GB,Q7,Ards,0,0,2
GB,T8,Argyll and Bute,0,0,22
GB,Q8,Armagh,0,0,1
GB,1,Avon,51.414792,-2.601525,0
GB,Q9,Ballymena,0,0,5
GB,R1,Ballymoney,0,0,2
GB,R2,Banbridge,0,0,3
GB,A1,Barking and Dagenham,0,0,1
GB,A2,Barnet,0,0,1
GB,A3,Barnsley,0,0,7
GB,A4,Bath and North East Somerset,0,0,15
GB,A5,Bedfordshire,0,0,39
GB,R3,Belfast,0,0,5
GB,3,Berkshire,0,0,29
GB,A6,Bexley,0,0,1
GB,A7,Birmingham,0,0,7
GB,A8,Blackburn with Darwen,0,0,2
GB,A9,Blackpool,0,0,3
GB,X2,Blaenau Gwent,0,0,10
GB,B1,Bolton,0,0,7
GB,B2,Bournemouth,0,0,1
GB,B3,Bracknell Forest,0,0,5
GB,B4,Bradford,0,0,2
GB,B5,Brent,0,0,1
GB,X3,Bridgend,0,0,11
GB,B6,Brighton and Hove,0,0,1
GB,B7,"Bristol, City of",0,0,7
GB,B8,Bromley,0,0,9
GB,B9,Buckinghamshire,0,0,88
GB,C1,Bury,0,0,7
GB,X4,Caerphilly,0,0,25
GB,C2,Calderdale,0,0,3
GB,C3,Cambridgeshire,0,0,51
GB,C4,Camden,0,0,1
GB,X5,Cardiff,0,0,11
GB,X7,Carmarthenshire,0,0,30
GB,R4,Carrickfergus,0,0,5
GB,R5,Castlereagh,0,0,3
GB,79,Central,54.96932,-1.615655,0
GB,X6,Ceredigion,0,0,13
GB,C5,Cheshire,0,0,103
GB,U1,Clackmannanshire,0,0,7
GB,7,Cleveland,54.525579,-1.189651,0
GB,90,Clwyd,0,0,5
GB,R6,Coleraine,0,0,2
GB,X8,Conwy,0,0,11
GB,R7,Cookstown,0,0,8
GB,C6,Cornwall,0,0,91
GB,C7,Coventry,0,0,7
GB,R8,Craigavon,0,0,5
GB,C8,Croydon,0,0,1
GB,C9,Cumbria,0,0,142
GB,D1,Darlington,0,0,4
GB,X9,Denbighshire,0,0,9
GB,D2,Derby,0,0,8
GB,D3,Derbyshire,0,0,73
GB,S6,Derry,0,0,13
GB,D4,Devon,0,0,117
GB,D5,Doncaster,0,0,9
GB,D6,Dorset,0,0,86
GB,R9,Down,0,0,21
GB,D7,Dudley,0,0,1
GB,U2,Dumfries and Galloway,0,0,72
GB,U3,Dundee City,0,0,1
GB,S1,Dungannon,0,0,9
GB,D8,Durham,0,0,79
GB,91,Dyfed,52.129642,-4.357746,0
GB,D9,Ealing,0,0,1
GB,U4,East Ayrshire,0,0,10
GB,U5,East Dunbartonshire,0,0,10
GB,U6,East Lothian,0,0,18
GB,U7,East Renfrewshire,0,0,8
GB,E1,East Riding of Yorkshire,0,0,1
GB,E2,East Sussex,0,0,58
GB,U8,"Edinburgh, City of",0,0,4
GB,W8,Eilean Siar,0,0,19
GB,E3,Enfield,0,0,1
GB,E4,Essex,0,0,238
GB,U9,Falkirk,0,0,14
GB,S2,Fermanagh,0,0,10
GB,V1,Fife,0,0,51
GB,Y1,Flintshire,0,0,13
GB,E5,Gateshead,0,0,2
GB,V2,Glasgow City,0,0,5
GB,E6,Gloucestershire,0,0,115
GB,82,Grampian,52.87985,-1.495505,0
GB,17,Greater London,0,0,1
GB,18,Greater Manchester,53.442362,-2.23348,0
GB,E7,Greenwich,0,0,1
GB,92,Gwent,51.774147,-3.006797,0
GB,Y2,Gwynedd,0,0,19
GB,E8,Hackney,0,0,1
GB,E9,Halton,0,0,1
GB,F1,Hammersmith and Fulham,0,0,1
GB,F2,Hampshire,0,0,137
GB,F3,Haringey,0,0,1
GB,F4,Harrow,0,0,1
GB,F5,Hartlepool,0,0,2
GB,F6,Havering,0,0,5
GB,20,Hereford and Worcester,52.134277,-2.450174,0
GB,F7,Herefordshire,0,0,27
GB,F8,Hertford,0,0,58
GB,V3,Highland,0,0,70
GB,F9,Hillingdon,0,0,1
GB,G1,Hounslow,0,0,1
GB,22,Humberside,53.583093,-0.349013,0
GB,V4,Inverclyde,0,0,7
GB,X1,Isle of Anglesey,0,0,11
GB,G2,Isle of Wight,0,0,26
GB,G3,Islington,0,0,1
GB,G4,Kensington and Chelsea,0,0,1
GB,G5,Kent,0,0,232
GB,G6,"Kingston upon Hull, City of",0,0,2
GB,G7,Kingston upon Thames,0,0,2
GB,G8,Kirklees,0,0,5
GB,G9,Knowsley,0,0,2
GB,H1,Lambeth,0,0,1
GB,H2,Lancashire,0,0,193
GB,S3,Larne,0,0,4
GB,H3,Leeds,0,0,6
GB,H4,Leicester,0,0,11
GB,H5,Leicestershire,0,0,60
GB,H6,Lewisham,0,0,1
GB,S4,Limavady,0,0,3
GB,H7,Lincolnshire,0,0,56
GB,S5,Lisburn,0,0,4
GB,H8,Liverpool,0,0,3
GB,H9,"London, City of",0,0,1
GB,84,Lothian,55.886686,-3.608939,0
GB,I1,Luton,0,0,1
GB,S7,Magherafelt,0,0,2
GB,I2,Manchester,0,0,2
GB,I3,Medway,0,0,1
GB,28,Merseyside,0,0,2
GB,Y3,Merthyr Tydfil,0,0,4
GB,I4,Merton,0,0,1
GB,94,Mid Glamorgan,51.65536,-3.400905,0
GB,I5,Middlesbrough,0,0,3
GB,V5,Midlothian,0,0,21
GB,I6,Milton Keynes,0,0,4
GB,Y4,Monmouthshire,0,0,18
GB,V6,Moray,0,0,22
GB,S8,Moyle,0,0,3
GB,Y5,Neath Port Talbot,0,0,18
GB,I7,Newcastle upon Tyne,0,0,9
GB,I8,Newham,0,0,13
GB,Y6,Newport,0,0,8
GB,S9,Newry and Mourne,0,0,4
GB,T1,Newtownabbey,0,0,2
GB,I9,Norfolk,0,0,175
GB,V7,North Ayrshire,0,0,10
GB,T2,North Down,0,0,1
GB,J2,North East Lincolnshire,0,0,1
GB,V8,North Lanarkshire,0,0,12
GB,J3,North Lincolnshire,0,0,11
GB,J4,North Somerset,0,0,15
GB,J5,North Tyneside,0,0,2
GB,J7,North Yorkshire,0,0,5
GB,J1,Northamptonshire,0,0,79
GB,J6,Northumberland,0,0,76
GB,J8,Nottingham,0,0,16
GB,J9,Nottinghamshire,0,0,61
GB,K1,Oldham,0,0,5
GB,T3,Omagh,0,0,7
GB,V9,Orkney,0,0,5
GB,K2,Oxfordshire,0,0,143
GB,Y7,Pembrokeshire,0,0,45
GB,W1,Perth and Kinross,0,0,37
GB,K3,Peterborough,0,0,3
GB,K4,Plymouth,0,0,5
GB,K5,Poole,0,0,1
GB,K6,Portsmouth,0,0,2
GB,Y8,Powys,0,0,38
GB,K7,Reading,0,0,10
GB,K8,Redbridge,0,0,12
GB,K9,Redcar and Cleveland,0,0,4
GB,W2,Renfrewshire,0,0,25
GB,Y9,Rhondda Cynon Taff,0,0,16
GB,L1,Richmond upon Thames,0,0,1
GB,L2,Rochdale,0,0,2
GB,L3,Rotherham,0,0,11
GB,L4,Rutland,0,0,3
GB,L5,Salford,0,0,4
GB,L7,Sandwell,0,0,1
GB,T9,"Scottish Borders, The",0,0,63
GB,L8,Sefton,0,0,5
GB,L9,Sheffield,0,0,4
GB,W3,Shetland Islands,0,0,6
GB,L6,Shropshire,0,0,96
GB,M1,Slough,0,0,25
GB,M2,Solihull,0,0,11
GB,M3,Somerset,0,0,124
GB,W4,South Ayrshire,0,0,15
GB,96,South Glamorgan,51.548506,-3.32428,0
GB,M6,South Gloucestershire,0,0,27
GB,W5,South Lanarkshire,0,0,7
GB,M7,South Tyneside,0,0,2
GB,37,South Yorkshire,0,0,4
GB,M4,Southampton,0,0,5
GB,M5,Southend-on-Sea,0,0,3
GB,M8,Southwark,0,0,1
GB,N1,St. Helens,0,0,10
GB,M9,Staffordshire,0,0,84
GB,W6,Stirling,0,0,21
GB,N2,Stockport,0,0,8
GB,N3,Stockton-on-Tees,0,0,1
GB,N4,Stoke-on-Trent,0,0,12
GB,T4,Strabane,0,0,5
GB,87,Strathclyde,0,0,6
GB,N5,Suffolk,0,0,74
GB,N6,Sunderland,0,0,3
GB,N7,Surrey,0,0,186
GB,N8,Sutton,0,0,1
GB,Z1,Swansea,0,0,14
GB,N9,Swindon,0,0,6
GB,O1,Tameside,0,0,7
GB,88,Tayside,55.87392,-3.989278,0
GB,O2,Telford and Wrekin,0,0,3
GB,O3,Thurrock,0,0,4
GB,O4,Torbay,0,0,1
GB,Z2,Torfaen,0,0,5
GB,O5,Tower Hamlets,0,0,1
GB,O6,Trafford,0,0,1
GB,41,Tyne and Wear,55.053928,-2.017697,0
GB,Z3,"Vale of Glamorgan, The",0,0,12
GB,O7,Wakefield,0,0,1
GB,O8,Walsall,0,0,6
GB,O9,Waltham Forest,0,0,1
GB,P1,Wandsworth,0,0,1
GB,P2,Warrington,0,0,6
GB,P3,Warwickshire,0,0,63
GB,P4,West Berkshire,0,0,5
GB,W7,West Dunbartonshire,0,0,6
GB,97,West Glamorgan,51.801831,-3.810818,0
GB,W9,West Lothian,0,0,14
GB,43,West Midlands,0,0,8
GB,P6,West Sussex,0,0,31
GB,45,West Yorkshire,0,0,4
GB,P5,Westminster,0,0,1
GB,P7,Wigan,0,0,7
GB,P8,Wiltshire,0,0,77
GB,P9,Windsor and Maidenhead,0,0,4
GB,Q1,Wirral,0,0,2
GB,Q2,Wokingham,0,0,10
GB,Q3,Wolverhampton,0,0,3
GB,Q4,Worcestershire,0,0,45
GB,Z4,Wrexham,0,0,7
GB,Q5,York,0,0,326
GD,1,Saint Andrew,0,0,1
GD,2,Saint David,12.04876,-61.664089,0
GD,3,Saint George,0,0,5
GD,4,Saint John,0,0,1
GD,5,Saint Mark,12.19327,-61.696461,0
GD,6,Saint Patrick,0,0,0
GE,1,Abashis Raion,0,0,0
GE,2,Abkhazia,0,0,0
GE,3,Adigenis Raioni,0,0,0
GE,4,Ajaria,0,0,0
GE,5,Akhalgoris Raioni,0,0,0
GE,6,Akhalk'alak'is Raioni,0,0,0
GE,7,Akhalts'ikhis Raioni,0,0,0
GE,8,Akhmetis Raioni,0,0,0
GE,9,Ambrolauris Raioni,0,0,0
GE,10,Aspindzis Raioni,0,0,0
GE,11,Baghdat'is Raioni,0,0,0
GE,12,Bolnisis Raioni,0,0,0
GE,13,Borjomis Raioni,0,0,0
GE,15,Ch'khorotsqus Raioni,0,0,0
GE,16,Ch'okhatauris Raioni,0,0,0
GE,14,Chiat'ura,0,0,0
GE,17,Dedop'listsqaros Raioni,0,0,0
GE,18,Dmanisis Raioni,0,0,0
GE,19,Dushet'is Raioni,0,0,3
GE,20,Gardabanis Raioni,0,0,0
GE,21,Gori,41.981361,44.109539,0
GE,22,Goris Raioni,0,0,3
GE,23,Gurjaanis Raioni,0,0,0
GE,24,Javis Raioni,0,0,0
GE,25,K'arelis Raioni,0,0,1
GE,31,K'ut'aisi,0,0,1
GE,26,Kaspis Raioni,0,0,1
GE,27,Kharagaulis Raioni,0,0,0
GE,28,Khashuris Raioni,0,0,1
GE,29,Khobis Raioni,0,0,0
GE,30,Khonis Raioni,0,0,0
GE,32,Lagodekhis Raioni,0,0,0
GE,33,Lanch'khut'is Raioni,0,0,0
GE,34,Lentekhis Raioni,0,0,0
GE,35,Marneulis Raioni,0,0,0
GE,36,Martvilis Raioni,0,0,0
GE,37,Mestiis Raioni,0,0,0
GE,38,Mts'khet'is Raioni,0,0,1
GE,39,Ninotsmindis Raioni,0,0,0
GE,40,Onis Raioni,0,0,0
GE,41,Ozurget'is Raioni,0,0,0
GE,42,P'ot'i,0,0,0
GE,43,Qazbegis Raioni,0,0,0
GE,44,Qvarlis Raioni,0,0,0
GE,45,Rust'avi,0,0,0
GE,46,Sach'kheris Raioni,0,0,0
GE,47,Sagarejos Raioni,0,0,1
GE,48,Samtrediis Raioni,0,0,0
GE,49,Senakis Raioni,0,0,0
GE,50,Sighnaghis Raioni,0,0,0
GE,51,T'bilisi,41.709981,44.792998,0
GE,52,T'elavis Raioni,0,0,0
GE,53,T'erjolis Raioni,0,0,0
GE,54,T'et'ritsqaros Raioni,0,0,0
GE,55,T'ianet'is Raioni,0,0,0
GE,56,Tqibuli,0,0,0
GE,57,Ts'ageris Raioni,0,0,0
GE,58,Tsalenjikhis Raioni,0,0,0
GE,59,Tsalkis Raioni,0,0,0
GE,60,Tsqaltubo,0,0,0
GE,61,Vanis Raioni,0,0,0
GE,62,Zestap'onis Raioni,0,0,1
GE,63,Zugdidi,42.502129,41.86095,0
